record started at: 07-05-18 04:47:25

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 1280x720
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
563 563 30.00 0:00:00:18.767/1000 0:00:00:18.734/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
564 563 30.00 0:00:00:18.800/1000 0:00:00:18.767/1000 884.10 39.47 218.04 132.19 -1000.00 -1000.00 74.00 54.00 
565 565 30.00 0:00:00:18.834/1000 0:00:00:18.800/1000 879.42 66.22 221.73 142.45 -1000.00 -1000.00 78.00 73.00 
566 566 30.00 0:00:00:18.867/1000 0:00:00:18.834/1000 876.43 47.51 222.12 136.96 -1000.00 -1000.00 79.00 77.00 
567 566 30.00 0:00:00:18.900/1000 0:00:00:18.867/1000 875.76 44.93 222.29 136.26 -1000.00 -1000.00 79.00 76.00 
568 568 30.00 0:00:00:18.934/1000 0:00:00:18.900/1000 876.38 45.04 222.01 136.14 -1000.00 -1000.00 79.00 74.00 
569 569 30.00 0:00:00:18.967/1000 0:00:00:18.934/1000 876.81 44.09 221.76 135.71 -1000.00 -1000.00 77.00 71.00 
570 569 30.00 0:00:00:19.00/1000 0:00:00:18.967/1000 877.23 44.63 221.59 135.78 -1000.00 -1000.00 83.00 76.00 
571 571 30.00 0:00:00:19.34/1000 0:00:00:19.00/1000 877.24 44.71 221.59 135.80 -1000.00 -1000.00 79.00 72.00 
572 572 30.00 0:00:00:19.67/1000 0:00:00:19.34/1000 876.99 44.10 221.67 135.67 -1000.00 -1000.00 82.00 74.00 
573 572 30.00 0:00:00:19.100/1000 0:00:00:19.67/1000 876.67 44.21 221.83 135.78 -1000.00 -1000.00 82.00 74.00 
574 574 30.00 0:00:00:19.134/1000 0:00:00:19.100/1000 875.98 43.74 222.13 135.81 -1000.00 -1000.00 81.00 74.00 
575 575 30.00 0:00:00:19.167/1000 0:00:00:19.134/1000 875.53 43.06 222.30 135.69 -1000.00 -1000.00 81.00 74.00 
576 575 30.00 0:00:00:19.200/1000 0:00:00:19.167/1000 885.83 44.10 217.47 133.32 -1000.00 -1000.00 74.00 70.00 
577 577 30.00 0:00:00:19.234/1000 0:00:00:19.200/1000 911.44 44.99 204.29 126.26 -1000.00 -1000.00 67.00 61.00 
578 578 30.00 0:00:00:19.267/1000 0:00:00:19.234/1000 924.87 42.11 196.43 120.89 -1000.00 -1000.00 70.00 64.00 
579 578 30.00 0:00:00:19.300/1000 0:00:00:19.267/1000 921.48 37.92 198.11 120.39 -1000.00 -1000.00 70.00 63.00 
580 580 30.00 0:00:00:19.334/1000 0:00:00:19.300/1000 916.48 33.90 200.69 120.49 -1000.00 -1000.00 70.00 62.00 
581 581 30.00 0:00:00:19.367/1000 0:00:00:19.334/1000 910.94 29.78 203.52 120.72 -1000.00 -1000.00 70.00 61.00 
582 581 30.00 0:00:00:19.400/1000 0:00:00:19.367/1000 906.47 26.47 205.75 120.91 -1000.00 -1000.00 70.00 62.00 
583 583 30.00 0:00:00:19.434/1000 0:00:00:19.400/1000 903.10 22.29 207.29 120.42 -1000.00 -1000.00 68.00 61.00 
584 584 30.00 0:00:00:19.467/1000 0:00:00:19.434/1000 901.07 18.15 208.11 119.53 -1000.00 -1000.00 68.00 60.00 
585 584 30.00 0:00:00:19.500/1000 0:00:00:19.467/1000 899.88 14.47 208.50 118.54 -1000.00 -1000.00 69.00 59.00 
586 586 30.00 0:00:00:19.534/1000 0:00:00:19.500/1000 896.92 8.39 209.68 117.24 -1000.00 -1000.00 68.00 58.00 
587 587 30.00 0:00:00:19.567/1000 0:00:00:19.534/1000 892.28 1.64 211.68 116.25 -1000.00 -1000.00 69.00 59.00 
588 587 30.00 0:00:00:19.600/1000 0:00:00:19.567/1000 884.91 -8.91 214.81 114.75 -1000.00 -1000.00 66.00 54.00 
589 589 30.00 0:00:00:19.634/1000 0:00:00:19.600/1000 863.00 -51.20 223.10 106.62 -1000.00 -1000.00 67.00 50.00 
590 590 30.00 0:00:00:19.667/1000 0:00:00:19.634/1000 837.25 -107.50 231.94 95.29 -1000.00 -1000.00 68.00 46.00 
591 590 30.00 0:00:00:19.700/1000 0:00:00:19.667/1000 826.94 -134.28 235.15 89.44 -1000.00 -1000.00 69.00 47.00 
592 592 30.00 0:00:00:19.734/1000 0:00:00:19.700/1000 822.60 -142.99 236.59 87.92 -1000.00 -1000.00 70.00 48.00 
593 593 30.00 0:00:00:19.767/1000 0:00:00:19.734/1000 817.18 -147.26 238.67 88.36 -1000.00 -1000.00 67.00 47.00 
594 593 30.00 0:00:00:19.800/1000 0:00:00:19.767/1000 811.41 -149.75 240.92 89.53 -1000.00 -1000.00 68.00 49.00 
595 595 30.00 0:00:00:19.834/1000 0:00:00:19.800/1000 805.81 -152.43 243.04 90.55 -1000.00 -1000.00 69.00 49.00 
596 596 30.00 0:00:00:19.867/1000 0:00:00:19.834/1000 799.70 -156.41 245.26 91.29 -1000.00 -1000.00 68.00 51.00 
597 596 30.00 0:00:00:19.900/1000 0:00:00:19.867/1000 818.67 -120.46 239.20 97.12 -1000.00 -1000.00 71.00 52.00 
598 598 30.00 0:00:00:19.934/1000 0:00:00:19.900/1000 847.26 -67.96 229.44 105.86 -1000.00 -1000.00 72.00 58.00 
599 599 30.00 0:00:00:19.967/1000 0:00:00:19.934/1000 850.57 -56.75 228.52 108.71 -1000.00 -1000.00 71.00 58.00 
600 599 30.00 0:00:00:20.00/1000 0:00:00:19.967/1000 842.18 -68.18 231.66 107.42 -1000.00 -1000.00 70.00 54.00 
601 601 30.00 0:00:00:20.34/1000 0:00:00:20.00/1000 834.31 -78.74 234.55 106.30 -1000.00 -1000.00 71.00 56.00 
602 602 30.00 0:00:00:20.67/1000 0:00:00:20.34/1000 825.86 -88.52 237.63 105.65 -1000.00 -1000.00 71.00 55.00 
603 602 30.00 0:00:00:20.100/1000 0:00:00:20.67/1000 816.49 -99.97 240.94 104.74 -1000.00 -1000.00 71.00 55.00 
604 604 30.00 0:00:00:20.134/1000 0:00:00:20.100/1000 808.36 -111.53 243.66 103.44 -1000.00 -1000.00 71.00 55.00 
605 605 30.00 0:00:00:20.167/1000 0:00:00:20.134/1000 802.57 -122.29 245.47 101.71 -1000.00 -1000.00 70.00 55.00 
606 605 30.00 0:00:00:20.200/1000 0:00:00:20.167/1000 798.32 -132.30 246.70 99.75 -1000.00 -1000.00 71.00 54.00 
607 607 30.00 0:00:00:20.234/1000 0:00:00:20.200/1000 794.26 -141.42 247.89 98.05 -1000.00 -1000.00 73.00 56.00 
608 608 30.00 0:00:00:20.267/1000 0:00:00:20.234/1000 784.43 -157.20 250.93 96.03 -1000.00 -1000.00 70.00 55.00 
609 608 30.00 0:00:00:20.300/1000 0:00:00:20.267/1000 729.81 -227.56 266.95 90.98 -1000.00 -1000.00 62.00 48.00 
610 610 30.00 0:00:00:20.334/1000 0:00:00:20.300/1000 674.23 -300.01 280.98 86.30 -1000.00 -1000.00 64.00 49.00 
611 611 30.00 0:00:00:20.367/1000 0:00:00:20.334/1000 670.73 -308.98 281.73 84.78 -1000.00 -1000.00 62.00 49.00 
612 611 30.00 0:00:00:20.400/1000 0:00:00:20.367/1000 666.45 -316.49 282.69 83.91 -1000.00 -1000.00 62.00 51.00 
613 613 30.00 0:00:00:20.434/1000 0:00:00:20.400/1000 661.12 -321.28 283.95 84.12 -1000.00 -1000.00 63.00 50.00 
614 614 30.00 0:00:00:20.467/1000 0:00:00:20.434/1000 657.78 -293.54 285.19 92.72 -1000.00 -1000.00 61.00 51.00 
615 614 30.00 0:00:00:20.500/1000 0:00:00:20.467/1000 638.25 -252.29 290.28 108.46 -1000.00 -1000.00 60.00 53.00 
616 616 30.00 0:00:00:20.534/1000 0:00:00:20.500/1000 615.26 -244.84 295.27 115.40 -1000.00 -1000.00 62.00 54.00 
617 617 30.00 0:00:00:20.567/1000 0:00:00:20.534/1000 617.95 -237.68 294.79 116.55 -1000.00 -1000.00 62.00 53.00 
618 617 30.00 0:00:00:20.600/1000 0:00:00:20.567/1000 621.69 -234.90 294.04 116.43 -1000.00 -1000.00 61.00 51.00 
619 619 30.00 0:00:00:20.634/1000 0:00:00:20.600/1000 626.00 -234.07 293.15 115.71 -1000.00 -1000.00 61.00 52.00 
620 620 30.00 0:00:00:20.667/1000 0:00:00:20.634/1000 631.43 -227.84 292.06 116.07 -1000.00 -1000.00 60.00 49.00 
621 620 30.00 0:00:00:20.700/1000 0:00:00:20.667/1000 630.34 -230.65 292.26 115.61 -1000.00 -1000.00 61.00 51.00 
622 622 30.00 0:00:00:20.734/1000 0:00:00:20.700/1000 630.56 -226.28 292.26 116.64 -1000.00 -1000.00 60.00 52.00 
623 623 30.00 0:00:00:20.767/1000 0:00:00:20.734/1000 632.03 -221.78 292.00 117.42 -1000.00 -1000.00 62.00 51.00 
624 623 30.00 0:00:00:20.800/1000 0:00:00:20.767/1000 651.70 -201.88 287.91 118.12 -1000.00 -1000.00 62.00 50.00 
625 625 30.00 0:00:00:20.834/1000 0:00:00:20.800/1000 695.61 -157.04 278.01 119.91 -1000.00 -1000.00 66.00 54.00 
626 626 30.00 0:00:00:20.867/1000 0:00:00:20.834/1000 722.97 -129.41 271.22 121.05 -1000.00 -1000.00 70.00 57.00 
627 626 30.00 0:00:00:20.900/1000 0:00:00:20.867/1000 725.80 -129.17 270.43 120.45 -1000.00 -1000.00 67.00 53.00 
628 628 30.00 0:00:00:20.934/1000 0:00:00:20.900/1000 725.45 -131.04 270.49 120.02 -1000.00 -1000.00 70.00 57.00 
629 629 30.00 0:00:00:20.967/1000 0:00:00:20.934/1000 723.41 -133.32 271.01 119.87 -1000.00 -1000.00 70.00 57.00 
630 629 30.00 0:00:00:21.00/1000 0:00:00:20.967/1000 720.29 -136.97 271.80 119.61 -1000.00 -1000.00 69.00 57.00 
631 631 30.00 0:00:00:21.34/1000 0:00:00:21.00/1000 718.68 -138.70 272.21 119.51 -1000.00 -1000.00 68.00 57.00 
632 632 30.00 0:00:00:21.67/1000 0:00:00:21.34/1000 718.46 -138.83 272.27 119.53 -1000.00 -1000.00 69.00 57.00 
633 632 30.00 0:00:00:21.100/1000 0:00:00:21.67/1000 719.35 -137.03 272.06 119.81 -1000.00 -1000.00 69.00 56.00 
634 634 30.00 0:00:00:21.134/1000 0:00:00:21.100/1000 720.09 -135.08 271.90 120.17 -1000.00 -1000.00 69.00 56.00 
635 635 30.00 0:00:00:21.167/1000 0:00:00:21.134/1000 720.82 -133.63 271.73 120.40 -1000.00 -1000.00 68.00 56.00 
636 635 30.00 0:00:00:21.200/1000 0:00:00:21.167/1000 720.89 -135.12 271.68 119.97 -1000.00 -1000.00 67.00 53.00 
637 637 30.00 0:00:00:21.234/1000 0:00:00:21.200/1000 720.69 -137.35 271.68 119.41 -1000.00 -1000.00 67.00 53.00 
638 638 30.00 0:00:00:21.267/1000 0:00:00:21.234/1000 719.62 -139.52 271.93 119.07 -1000.00 -1000.00 67.00 53.00 
639 638 30.00 0:00:00:21.300/1000 0:00:00:21.267/1000 716.18 -141.89 272.83 119.23 -1000.00 -1000.00 67.00 52.00 
640 640 30.00 0:00:00:21.334/1000 0:00:00:21.300/1000 711.85 -142.89 273.99 119.97 -1000.00 -1000.00 66.00 53.00 
641 641 30.00 0:00:00:21.367/1000 0:00:00:21.334/1000 707.17 -148.10 275.15 119.65 -1000.00 -1000.00 67.00 52.00 
642 641 30.00 0:00:00:21.400/1000 0:00:00:21.367/1000 695.64 -171.10 277.74 116.17 -1000.00 -1000.00 66.00 52.00 
643 643 30.00 0:00:00:21.434/1000 0:00:00:21.400/1000 686.32 -186.18 279.86 114.34 -1000.00 -1000.00 65.00 53.00 
644 644 30.00 0:00:00:21.467/1000 0:00:00:21.434/1000 686.26 -179.53 279.99 116.12 -1000.00 -1000.00 66.00 52.00 
645 644 30.00 0:00:00:21.500/1000 0:00:00:21.467/1000 687.04 -170.43 279.95 118.33 -1000.00 -1000.00 68.00 56.00 
646 646 30.00 0:00:00:21.534/1000 0:00:00:21.500/1000 687.13 -161.66 280.08 120.60 -1000.00 -1000.00 67.00 56.00 
647 647 30.00 0:00:00:21.567/1000 0:00:00:21.534/1000 684.57 -159.43 280.75 121.74 -1000.00 -1000.00 67.00 55.00 
648 647 30.00 0:00:00:21.600/1000 0:00:00:21.567/1000 680.66 -160.69 281.70 122.27 -1000.00 -1000.00 63.00 52.00 
649 649 30.00 0:00:00:21.634/1000 0:00:00:21.600/1000 677.01 -162.48 282.55 122.60 -1000.00 -1000.00 63.00 50.00 
650 650 30.00 0:00:00:21.667/1000 0:00:00:21.634/1000 675.02 -161.81 283.05 123.20 -1000.00 -1000.00 62.00 51.00 
651 650 30.00 0:00:00:21.700/1000 0:00:00:21.667/1000 673.31 -159.64 283.49 124.11 -1000.00 -1000.00 63.00 50.00 
652 652 30.00 0:00:00:21.734/1000 0:00:00:21.700/1000 659.92 -159.84 286.61 126.82 -1000.00 -1000.00 61.00 47.00 
653 653 30.00 0:00:00:21.767/1000 0:00:00:21.734/1000 641.70 -143.81 290.83 134.18 -1000.00 -1000.00 67.00 55.00 
654 653 30.00 0:00:00:21.800/1000 0:00:00:21.767/1000 634.50 -126.04 292.54 139.57 -1000.00 -1000.00 68.00 55.00 
655 655 30.00 0:00:00:21.834/1000 0:00:00:21.800/1000 630.30 -129.58 293.37 139.48 -1000.00 -1000.00 64.00 50.00 
656 656 30.00 0:00:00:21.867/1000 0:00:00:21.834/1000 625.01 -135.22 294.39 139.10 -1000.00 -1000.00 64.00 51.00 
657 656 30.00 0:00:00:21.900/1000 0:00:00:21.867/1000 623.43 -138.80 294.67 138.56 -1000.00 -1000.00 66.00 51.00 
658 658 30.00 0:00:00:21.934/1000 0:00:00:21.900/1000 626.41 -139.55 294.06 137.88 -1000.00 -1000.00 66.00 51.00 
659 659 30.00 0:00:00:21.967/1000 0:00:00:21.934/1000 626.18 -144.89 294.05 136.70 -1000.00 -1000.00 63.00 51.00 
660 659 30.00 0:00:00:22.00/1000 0:00:00:21.967/1000 621.48 -154.09 294.91 135.43 -1000.00 -1000.00 65.00 54.00 
661 661 30.00 0:00:00:22.34/1000 0:00:00:22.00/1000 615.15 -161.13 296.10 134.94 -1000.00 -1000.00 65.00 53.00 
662 662 30.00 0:00:00:22.67/1000 0:00:00:22.34/1000 604.18 -173.98 298.13 133.97 -1000.00 -1000.00 60.00 48.00 
663 662 30.00 0:00:00:22.100/1000 0:00:00:22.67/1000 595.27 -185.38 299.73 132.99 -1000.00 -1000.00 61.00 50.00 
664 664 30.00 0:00:00:22.134/1000 0:00:00:22.100/1000 583.94 -161.32 302.00 140.13 -1000.00 -1000.00 48.00 35.00 
665 665 30.00 0:00:00:22.167/1000 0:00:00:22.134/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
666 665 30.00 0:00:00:22.200/1000 0:00:00:22.167/1000 692.92 35.85 281.87 167.46 -1000.00 -1000.00 40.00 22.00 
667 667 30.00 0:00:00:22.234/1000 0:00:00:22.200/1000 819.19 206.23 250.93 192.82 -1000.00 -1000.00 41.00 51.00 
668 668 30.00 0:00:00:22.267/1000 0:00:00:22.234/1000 850.76 273.40 242.45 206.79 -1000.00 -1000.00 55.00 63.00 
669 668 30.00 0:00:00:22.300/1000 0:00:00:22.267/1000 850.08 302.69 243.73 214.15 -1000.00 -1000.00 54.00 66.00 
670 670 30.00 0:00:00:22.334/1000 0:00:00:22.300/1000 847.25 296.93 244.50 212.92 -1000.00 -1000.00 53.00 67.00 
671 671 30.00 0:00:00:22.367/1000 0:00:00:22.334/1000 843.74 288.83 245.43 211.18 -1000.00 -1000.00 54.00 70.00 
672 671 30.00 0:00:00:22.400/1000 0:00:00:22.367/1000 838.74 275.36 246.67 208.24 -1000.00 -1000.00 47.00 69.00 
673 673 30.00 0:00:00:22.434/1000 0:00:00:22.400/1000 828.61 256.61 249.43 204.44 -1000.00 -1000.00 52.00 74.00 
674 674 30.00 0:00:00:22.467/1000 0:00:00:22.434/1000 816.55 236.33 252.70 200.53 -1000.00 -1000.00 54.00 74.00 
675 674 30.00 0:00:00:22.500/1000 0:00:00:22.467/1000 812.31 226.69 253.76 198.57 -1000.00 -1000.00 52.00 75.00 
676 676 30.00 0:00:00:22.534/1000 0:00:00:22.500/1000 807.73 215.82 254.88 196.35 -1000.00 -1000.00 52.00 73.00 
677 677 30.00 0:00:00:22.567/1000 0:00:00:22.534/1000 803.25 202.86 255.90 193.64 -1000.00 -1000.00 55.00 75.00 
678 677 30.00 0:00:00:22.600/1000 0:00:00:22.567/1000 801.33 191.67 256.18 191.09 -1000.00 -1000.00 58.00 76.00 
679 679 30.00 0:00:00:22.634/1000 0:00:00:22.600/1000 803.00 186.80 255.52 189.72 -1000.00 -1000.00 54.00 74.00 
680 680 30.00 0:00:00:22.667/1000 0:00:00:22.634/1000 805.73 188.56 254.72 189.85 -1000.00 -1000.00 56.00 75.00 
681 680 30.00 0:00:00:22.700/1000 0:00:00:22.667/1000 811.12 147.43 251.74 178.74 -1000.00 -1000.00 71.00 72.00 
682 682 30.00 0:00:00:22.734/1000 0:00:00:22.700/1000 816.83 107.65 248.53 167.30 -1000.00 -1000.00 72.00 71.00 
683 683 30.00 0:00:00:22.767/1000 0:00:00:22.734/1000 819.92 110.26 247.54 167.52 -1000.00 -1000.00 69.00 69.00 
684 683 30.00 0:00:00:22.800/1000 0:00:00:22.767/1000 822.50 111.39 246.68 167.41 -1000.00 -1000.00 67.00 66.00 
685 685 30.00 0:00:00:22.834/1000 0:00:00:22.800/1000 823.59 111.68 246.30 167.32 -1000.00 -1000.00 70.00 68.00 
686 686 30.00 0:00:00:22.867/1000 0:00:00:22.834/1000 824.71 116.03 246.06 168.34 -1000.00 -1000.00 69.00 69.00 
687 686 30.00 0:00:00:22.900/1000 0:00:00:22.867/1000 825.94 120.23 245.77 169.30 -1000.00 -1000.00 68.00 69.00 
688 688 30.00 0:00:00:22.934/1000 0:00:00:22.900/1000 827.22 122.76 245.40 169.80 -1000.00 -1000.00 68.00 67.00 
689 689 30.00 0:00:00:22.967/1000 0:00:00:22.934/1000 827.71 123.32 245.25 169.88 -1000.00 -1000.00 68.00 68.00 
690 689 30.00 0:00:00:23.00/1000 0:00:00:22.967/1000 827.50 123.09 245.32 169.85 -1000.00 -1000.00 68.00 69.00 
691 691 30.00 0:00:00:23.34/1000 0:00:00:23.00/1000 827.96 121.73 245.10 169.40 -1000.00 -1000.00 68.00 69.00 
692 692 30.00 0:00:00:23.67/1000 0:00:00:23.34/1000 829.55 119.32 244.45 168.48 -1000.00 -1000.00 69.00 69.00 
693 692 30.00 0:00:00:23.100/1000 0:00:00:23.67/1000 831.21 116.78 243.75 167.50 -1000.00 -1000.00 68.00 69.00 
694 694 30.00 0:00:00:23.134/1000 0:00:00:23.100/1000 832.27 113.84 243.26 166.50 -1000.00 -1000.00 69.00 69.00 
695 695 30.00 0:00:00:23.167/1000 0:00:00:23.134/1000 831.71 113.02 243.43 166.36 -1000.00 -1000.00 69.00 70.00 
696 695 30.00 0:00:00:23.200/1000 0:00:00:23.167/1000 829.06 110.24 244.30 166.02 -1000.00 -1000.00 69.00 70.00 
697 697 30.00 0:00:00:23.234/1000 0:00:00:23.200/1000 826.51 104.36 245.00 164.80 -1000.00 -1000.00 70.00 70.00 
698 698 30.00 0:00:00:23.267/1000 0:00:00:23.234/1000 828.11 101.75 244.33 163.80 -1000.00 -1000.00 68.00 71.00 
699 698 30.00 0:00:00:23.300/1000 0:00:00:23.267/1000 833.74 102.58 242.30 163.06 -1000.00 -1000.00 72.00 72.00 
700 700 30.00 0:00:00:23.334/1000 0:00:00:23.300/1000 838.64 103.53 240.50 162.47 -1000.00 -1000.00 72.00 71.00 
701 701 30.00 0:00:00:23.367/1000 0:00:00:23.334/1000 840.69 103.32 239.71 162.04 -1000.00 -1000.00 71.00 71.00 
702 701 30.00 0:00:00:23.400/1000 0:00:00:23.367/1000 842.90 104.06 238.90 161.86 -1000.00 -1000.00 70.00 70.00 
703 703 30.00 0:00:00:23.434/1000 0:00:00:23.400/1000 844.22 106.46 238.48 162.32 -1000.00 -1000.00 73.00 71.00 
704 704 30.00 0:00:00:23.467/1000 0:00:00:23.434/1000 842.75 107.95 239.11 163.02 -1000.00 -1000.00 72.00 71.00 
705 704 30.00 0:00:00:23.500/1000 0:00:00:23.467/1000 839.18 106.21 240.40 163.15 -1000.00 -1000.00 71.00 71.00 
706 706 30.00 0:00:00:23.534/1000 0:00:00:23.500/1000 833.90 104.47 242.31 163.57 -1000.00 -1000.00 76.00 74.00 
707 707 30.00 0:00:00:23.567/1000 0:00:00:23.534/1000 838.15 115.96 241.17 166.11 -1000.00 -1000.00 74.00 71.00 
708 707 30.00 0:00:00:23.600/1000 0:00:00:23.567/1000 883.67 194.75 226.37 181.72 -1000.00 -1000.00 58.00 73.00 
709 709 30.00 0:00:00:23.634/1000 0:00:00:23.600/1000 918.18 259.00 214.19 196.18 -1000.00 -1000.00 60.00 77.00 
710 710 30.00 0:00:00:23.667/1000 0:00:00:23.634/1000 914.58 259.68 215.92 196.81 -1000.00 -1000.00 56.00 74.00 
711 710 30.00 0:00:00:23.700/1000 0:00:00:23.667/1000 908.95 256.14 218.32 196.42 -1000.00 -1000.00 57.00 75.00 
712 712 30.00 0:00:00:23.734/1000 0:00:00:23.700/1000 901.98 252.77 221.28 196.24 -1000.00 -1000.00 54.00 75.00 
713 713 30.00 0:00:00:23.767/1000 0:00:00:23.734/1000 893.11 246.97 224.85 195.59 -1000.00 -1000.00 52.00 74.00 
714 713 30.00 0:00:00:23.800/1000 0:00:00:23.767/1000 881.55 234.22 229.11 193.33 -1000.00 -1000.00 51.00 74.00 
715 715 30.00 0:00:00:23.834/1000 0:00:00:23.800/1000 868.22 215.56 233.66 189.72 -1000.00 -1000.00 48.00 73.00 
716 716 30.00 0:00:00:23.867/1000 0:00:00:23.834/1000 855.91 197.09 237.66 186.16 -1000.00 -1000.00 58.00 73.00 
717 716 30.00 0:00:00:23.900/1000 0:00:00:23.867/1000 846.07 182.23 240.76 183.37 -1000.00 -1000.00 63.00 73.00 
718 718 30.00 0:00:00:23.934/1000 0:00:00:23.900/1000 799.15 199.63 257.07 193.26 -1000.00 -1000.00 48.00 42.00 
719 719 30.00 0:00:00:23.967/1000 0:00:00:23.934/1000 667.29 274.87 290.32 218.12 -1000.00 -1000.00 60.00 56.00 
720 719 30.00 0:00:00:24.00/1000 0:00:00:23.967/1000 534.66 353.91 311.96 234.78 -1000.00 -1000.00 63.00 61.00 
721 721 30.00 0:00:00:24.34/1000 0:00:00:24.00/1000 520.75 353.50 313.78 234.94 -1000.00 -1000.00 58.00 52.00 
722 722 30.00 0:00:00:24.67/1000 0:00:00:24.34/1000 552.15 336.76 309.54 231.92 -1000.00 -1000.00 60.00 53.00 
723 722 30.00 0:00:00:24.100/1000 0:00:00:24.67/1000 574.03 334.22 306.40 231.07 -1000.00 -1000.00 60.00 53.00 
724 724 30.00 0:00:00:24.134/1000 0:00:00:24.100/1000 581.76 330.64 305.24 230.33 -1000.00 -1000.00 62.00 57.00 
725 725 30.00 0:00:00:24.167/1000 0:00:00:24.134/1000 585.81 327.86 304.62 229.80 -1000.00 -1000.00 57.00 55.00 
726 725 30.00 0:00:00:24.200/1000 0:00:00:24.167/1000 596.78 329.51 302.94 229.80 -1000.00 -1000.00 62.00 56.00 
727 727 30.00 0:00:00:24.234/1000 0:00:00:24.200/1000 612.86 337.76 300.44 230.74 -1000.00 -1000.00 53.00 54.00 
728 728 30.00 0:00:00:24.267/1000 0:00:00:24.234/1000 629.08 347.97 297.84 232.04 -1000.00 -1000.00 61.00 54.00 
729 728 30.00 0:00:00:24.300/1000 0:00:00:24.267/1000 644.68 357.08 295.24 233.21 -1000.00 -1000.00 62.00 53.00 
730 730 30.00 0:00:00:24.334/1000 0:00:00:24.300/1000 650.95 358.54 294.15 233.32 -1000.00 -1000.00 61.00 39.00 
731 731 30.00 0:00:00:24.367/1000 0:00:00:24.334/1000 649.67 350.13 294.30 231.93 -1000.00 -1000.00 63.00 52.00 
732 731 30.00 0:00:00:24.400/1000 0:00:00:24.367/1000 655.45 342.45 293.20 230.48 -1000.00 -1000.00 61.00 26.00 
733 733 30.00 0:00:00:24.434/1000 0:00:00:24.400/1000 671.02 339.59 290.29 229.58 -1000.00 -1000.00 62.00 26.00 
734 734 30.00 0:00:00:24.467/1000 0:00:00:24.434/1000 677.39 337.27 289.05 228.99 -1000.00 -1000.00 62.00 26.00 
735 734 30.00 0:00:00:24.500/1000 0:00:00:24.467/1000 676.08 334.09 289.27 228.46 -1000.00 -1000.00 61.00 27.00 
736 736 30.00 0:00:00:24.534/1000 0:00:00:24.500/1000 675.91 329.94 289.25 227.73 -1000.00 -1000.00 61.00 25.00 
737 737 30.00 0:00:00:24.567/1000 0:00:00:24.534/1000 678.05 328.10 288.82 227.34 -1000.00 -1000.00 60.00 27.00 
738 737 30.00 0:00:00:24.600/1000 0:00:00:24.567/1000 683.59 328.45 287.74 227.23 -1000.00 -1000.00 61.00 26.00 
739 739 30.00 0:00:00:24.634/1000 0:00:00:24.600/1000 689.24 330.18 286.64 227.36 -1000.00 -1000.00 59.00 27.00 
740 740 30.00 0:00:00:24.667/1000 0:00:00:24.634/1000 691.36 331.01 286.23 227.45 -1000.00 -1000.00 59.00 27.00 
741 740 30.00 0:00:00:24.700/1000 0:00:00:24.667/1000 691.86 328.66 286.10 227.00 -1000.00 -1000.00 49.00 26.00 
742 742 30.00 0:00:00:24.734/1000 0:00:00:24.700/1000 690.58 325.57 286.32 226.48 -1000.00 -1000.00 48.00 26.00 
743 743 30.00 0:00:00:24.767/1000 0:00:00:24.734/1000 688.87 323.31 286.63 226.13 -1000.00 -1000.00 47.00 26.00 
744 743 30.00 0:00:00:24.800/1000 0:00:00:24.767/1000 707.67 331.72 282.87 227.06 -1000.00 -1000.00 55.00 24.00 
745 745 30.00 0:00:00:24.834/1000 0:00:00:24.800/1000 778.10 351.50 266.70 228.62 -1000.00 -1000.00 61.00 56.00 
746 746 30.00 0:00:00:24.867/1000 0:00:00:24.834/1000 825.24 363.74 253.72 229.65 -1000.00 -1000.00 60.00 54.00 
747 746 30.00 0:00:00:24.900/1000 0:00:00:24.867/1000 827.55 369.19 253.17 230.79 -1000.00 -1000.00 59.00 55.00 
748 748 30.00 0:00:00:24.934/1000 0:00:00:24.900/1000 827.16 374.12 253.43 231.89 -1000.00 -1000.00 60.00 55.00 
749 749 30.00 0:00:00:24.967/1000 0:00:00:24.934/1000 825.91 380.50 253.99 233.34 -1000.00 -1000.00 57.00 51.00 
750 749 30.00 0:00:00:25.00/1000 0:00:00:24.967/1000 821.01 384.40 255.57 234.32 -1000.00 -1000.00 58.00 52.00 
751 751 30.00 0:00:00:25.34/1000 0:00:00:25.00/1000 809.84 380.26 258.71 233.71 -1000.00 -1000.00 57.00 52.00 
752 752 30.00 0:00:00:25.67/1000 0:00:00:25.34/1000 797.84 371.45 261.86 232.17 -1000.00 -1000.00 59.00 31.00 
753 752 30.00 0:00:00:25.100/1000 0:00:00:25.67/1000 785.52 360.80 264.95 230.31 -1000.00 -1000.00 49.00 27.00 
754 754 30.00 0:00:00:25.134/1000 0:00:00:25.100/1000 775.03 355.21 267.57 229.49 -1000.00 -1000.00 48.00 24.00 
755 755 30.00 0:00:00:25.167/1000 0:00:00:25.134/1000 777.00 355.05 267.06 229.39 -1000.00 -1000.00 44.00 28.00 
