record started at: 08-16-18 11:07:00

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
765 764 30.00 0:00:00:25.500/1000 0:00:00:25.467/1000 304.79 158.42 407.77 298.03 -1000.00 -1000.00 47.00 63.00 
766 766 30.00 0:00:00:25.534/1000 0:00:00:25.500/1000 304.35 157.21 408.03 297.62 -1000.00 -1000.00 43.00 61.00 
767 767 30.00 0:00:00:25.567/1000 0:00:00:25.534/1000 304.38 155.43 408.17 297.02 -1000.00 -1000.00 50.00 64.00 
768 767 30.00 0:00:00:25.600/1000 0:00:00:25.567/1000 303.93 154.21 408.44 296.61 -1000.00 -1000.00 45.00 62.00 
769 769 30.00 0:00:00:25.634/1000 0:00:00:25.600/1000 303.19 153.06 408.80 296.24 -1000.00 -1000.00 51.00 64.00 
770 770 30.00 0:00:00:25.667/1000 0:00:00:25.634/1000 303.09 151.64 408.95 295.75 -1000.00 -1000.00 50.00 64.00 
771 770 30.00 0:00:00:25.700/1000 0:00:00:25.667/1000 301.67 150.61 409.55 295.43 -1000.00 -1000.00 49.00 64.00 
772 772 30.00 0:00:00:25.734/1000 0:00:00:25.700/1000 306.36 142.43 408.53 292.53 -1000.00 -1000.00 46.00 64.00 
773 773 30.00 0:00:00:25.767/1000 0:00:00:25.734/1000 313.57 127.19 407.18 287.08 -1000.00 -1000.00 49.00 65.00 
774 773 30.00 0:00:00:25.800/1000 0:00:00:25.767/1000 314.60 118.69 407.52 284.09 -1000.00 -1000.00 50.00 66.00 
775 775 30.00 0:00:00:25.834/1000 0:00:00:25.800/1000 313.20 117.95 408.09 283.87 -1000.00 -1000.00 49.00 64.00 
776 776 30.00 0:00:00:25.867/1000 0:00:00:25.834/1000 312.20 117.73 408.48 283.82 -1000.00 -1000.00 49.00 64.00 
777 776 30.00 0:00:00:25.900/1000 0:00:00:25.867/1000 311.21 117.63 408.85 283.81 -1000.00 -1000.00 49.00 65.00 
778 778 30.00 0:00:00:25.934/1000 0:00:00:25.900/1000 310.66 117.26 409.09 283.69 -1000.00 -1000.00 50.00 65.00 
779 779 30.00 0:00:00:25.967/1000 0:00:00:25.934/1000 311.42 116.03 408.91 283.24 -1000.00 -1000.00 50.00 65.00 
780 779 30.00 0:00:00:26.00/1000 0:00:00:25.967/1000 312.00 114.61 408.82 282.73 -1000.00 -1000.00 50.00 65.00 
781 781 30.00 0:00:00:26.34/1000 0:00:00:26.00/1000 314.19 117.40 407.78 283.65 -1000.00 -1000.00 51.00 65.00 
782 782 30.00 0:00:00:26.67/1000 0:00:00:26.34/1000 315.24 122.11 407.00 285.27 -1000.00 -1000.00 45.00 61.00 
783 782 30.00 0:00:00:26.100/1000 0:00:00:26.67/1000 315.59 122.08 406.87 285.25 -1000.00 -1000.00 51.00 65.00 
784 784 30.00 0:00:00:26.134/1000 0:00:00:26.100/1000 315.89 122.76 406.70 285.48 -1000.00 -1000.00 49.00 59.00 
785 785 30.00 0:00:00:26.167/1000 0:00:00:26.134/1000 315.79 122.53 406.76 285.40 -1000.00 -1000.00 51.00 65.00 
786 785 30.00 0:00:00:26.200/1000 0:00:00:26.167/1000 316.95 120.23 406.52 284.57 -1000.00 -1000.00 52.00 64.00 
787 787 30.00 0:00:00:26.234/1000 0:00:00:26.200/1000 317.60 119.72 406.33 284.37 -1000.00 -1000.00 52.00 63.00 
788 788 30.00 0:00:00:26.267/1000 0:00:00:26.234/1000 316.84 121.03 406.50 284.85 -1000.00 -1000.00 50.00 58.00 
789 788 30.00 0:00:00:26.300/1000 0:00:00:26.267/1000 316.33 121.40 406.65 284.99 -1000.00 -1000.00 52.00 62.00 
790 790 30.00 0:00:00:26.334/1000 0:00:00:26.300/1000 326.53 115.95 403.34 282.81 -1000.00 -1000.00 50.00 63.00 
791 791 30.00 0:00:00:26.367/1000 0:00:00:26.334/1000 383.26 86.15 384.06 270.32 -1000.00 -1000.00 57.00 63.00 
792 791 30.00 0:00:00:26.400/1000 0:00:00:26.367/1000 425.52 61.17 369.00 259.37 -1000.00 -1000.00 58.00 66.00 
793 793 30.00 0:00:00:26.434/1000 0:00:00:26.400/1000 421.34 60.34 370.79 259.22 -1000.00 -1000.00 56.00 64.00 
794 794 30.00 0:00:00:26.467/1000 0:00:00:26.434/1000 418.04 60.18 372.16 259.29 -1000.00 -1000.00 54.00 62.00 
795 794 30.00 0:00:00:26.500/1000 0:00:00:26.467/1000 415.48 59.98 373.23 259.32 -1000.00 -1000.00 57.00 64.00 
796 796 30.00 0:00:00:26.534/1000 0:00:00:26.500/1000 413.89 59.91 373.88 259.36 -1000.00 -1000.00 57.00 64.00 
797 797 30.00 0:00:00:26.567/1000 0:00:00:26.534/1000 412.86 59.48 374.33 259.24 -1000.00 -1000.00 56.00 63.00 
798 797 30.00 0:00:00:26.600/1000 0:00:00:26.567/1000 411.94 58.59 374.78 258.93 -1000.00 -1000.00 56.00 63.00 
799 799 30.00 0:00:00:26.634/1000 0:00:00:26.600/1000 411.49 58.24 374.99 258.82 -1000.00 -1000.00 56.00 63.00 
800 800 30.00 0:00:00:26.667/1000 0:00:00:26.634/1000 411.65 58.23 374.93 258.81 -1000.00 -1000.00 57.00 63.00 
801 800 30.00 0:00:00:26.700/1000 0:00:00:26.667/1000 401.93 63.74 378.42 261.28 -1000.00 -1000.00 55.00 62.00 
802 802 30.00 0:00:00:26.734/1000 0:00:00:26.700/1000 352.15 92.47 395.63 273.66 -1000.00 -1000.00 47.00 64.00 
803 803 30.00 0:00:00:26.767/1000 0:00:00:26.734/1000 311.66 117.92 408.66 283.90 -1000.00 -1000.00 48.00 65.00 
804 803 30.00 0:00:00:26.800/1000 0:00:00:26.767/1000 313.30 118.13 408.04 283.93 -1000.00 -1000.00 48.00 64.00 
805 805 30.00 0:00:00:26.834/1000 0:00:00:26.800/1000 313.40 117.12 408.09 283.57 -1000.00 -1000.00 48.00 65.00 
806 806 30.00 0:00:00:26.867/1000 0:00:00:26.834/1000 313.39 116.65 408.14 283.41 -1000.00 -1000.00 48.00 65.00 
807 806 30.00 0:00:00:26.900/1000 0:00:00:26.867/1000 313.74 116.02 408.06 283.18 -1000.00 -1000.00 47.00 65.00 
808 808 30.00 0:00:00:26.934/1000 0:00:00:26.900/1000 314.83 114.52 407.79 282.63 -1000.00 -1000.00 50.00 65.00 
809 809 30.00 0:00:00:26.967/1000 0:00:00:26.934/1000 278.77 138.29 418.80 291.73 -1000.00 -1000.00 44.00 58.00 
810 809 30.00 0:00:00:27.00/1000 0:00:00:26.967/1000 225.03 176.65 434.05 305.52 -1000.00 -1000.00 41.00 51.00 
811 811 30.00 0:00:00:27.34/1000 0:00:00:27.00/1000 212.86 185.10 437.39 308.44 -1000.00 -1000.00 41.00 53.00 
812 812 30.00 0:00:00:27.67/1000 0:00:00:27.34/1000 220.37 179.82 435.34 306.62 -1000.00 -1000.00 42.00 48.00 
813 812 30.00 0:00:00:27.100/1000 0:00:00:27.67/1000 232.77 175.85 431.51 305.14 -1000.00 -1000.00 44.00 50.00 
814 814 30.00 0:00:00:27.134/1000 0:00:00:27.100/1000 243.13 175.74 428.00 304.93 -1000.00 -1000.00 47.00 54.00 
815 815 30.00 0:00:00:27.167/1000 0:00:00:27.134/1000 241.55 194.40 426.94 311.04 -1000.00 -1000.00 45.00 48.00 
816 815 30.00 0:00:00:27.200/1000 0:00:00:27.167/1000 242.23 208.59 425.50 315.62 -1000.00 -1000.00 46.00 51.00 
817 817 30.00 0:00:00:27.234/1000 0:00:00:27.200/1000 250.75 203.60 423.02 313.91 -1000.00 -1000.00 48.00 49.00 
818 818 30.00 0:00:00:27.267/1000 0:00:00:27.234/1000 256.81 198.43 421.37 312.15 -1000.00 -1000.00 49.00 47.00 
819 818 30.00 0:00:00:27.300/1000 0:00:00:27.267/1000 279.49 189.72 414.20 308.97 -1000.00 -1000.00 50.00 49.00 
820 820 30.00 0:00:00:27.334/1000 0:00:00:27.300/1000 298.38 181.44 408.18 305.92 -1000.00 -1000.00 49.00 58.00 
821 821 30.00 0:00:00:27.367/1000 0:00:00:27.334/1000 296.63 178.79 409.02 305.06 -1000.00 -1000.00 49.00 60.00 
822 821 30.00 0:00:00:27.400/1000 0:00:00:27.367/1000 294.96 179.35 409.57 305.28 -1000.00 -1000.00 46.00 55.00 
823 823 30.00 0:00:00:27.434/1000 0:00:00:27.400/1000 293.07 180.98 410.11 305.86 -1000.00 -1000.00 46.00 55.00 
824 824 30.00 0:00:00:27.467/1000 0:00:00:27.434/1000 291.97 180.54 410.54 305.72 -1000.00 -1000.00 48.00 63.00 
825 824 30.00 0:00:00:27.500/1000 0:00:00:27.467/1000 290.50 179.67 411.14 305.46 -1000.00 -1000.00 48.00 63.00 
826 826 30.00 0:00:00:27.534/1000 0:00:00:27.500/1000 288.46 179.50 411.88 305.44 -1000.00 -1000.00 49.00 62.00 
827 827 30.00 0:00:00:27.567/1000 0:00:00:27.534/1000 286.20 180.41 412.61 305.77 -1000.00 -1000.00 47.00 57.00 
828 827 30.00 0:00:00:27.600/1000 0:00:00:27.567/1000 284.19 181.15 413.26 306.06 -1000.00 -1000.00 49.00 62.00 
829 829 30.00 0:00:00:27.634/1000 0:00:00:27.600/1000 283.15 181.57 413.59 306.21 -1000.00 -1000.00 49.00 62.00 
830 830 30.00 0:00:00:27.667/1000 0:00:00:27.634/1000 281.85 182.48 413.97 306.54 -1000.00 -1000.00 48.00 61.00 
831 830 30.00 0:00:00:27.700/1000 0:00:00:27.667/1000 279.63 183.27 414.69 306.83 -1000.00 -1000.00 48.00 60.00 
832 832 30.00 0:00:00:27.734/1000 0:00:00:27.700/1000 276.74 186.46 415.44 307.93 -1000.00 -1000.00 48.00 61.00 
833 833 30.00 0:00:00:27.767/1000 0:00:00:27.734/1000 271.91 194.01 416.50 310.50 -1000.00 -1000.00 47.00 49.00 
834 833 30.00 0:00:00:27.800/1000 0:00:00:27.767/1000 267.73 199.00 417.54 312.19 -1000.00 -1000.00 47.00 53.00 
835 835 30.00 0:00:00:27.834/1000 0:00:00:27.800/1000 265.92 198.94 418.18 312.19 -1000.00 -1000.00 46.00 52.00 
836 836 30.00 0:00:00:27.867/1000 0:00:00:27.834/1000 263.39 200.23 418.94 312.65 -1000.00 -1000.00 45.00 47.00 
837 836 30.00 0:00:00:27.900/1000 0:00:00:27.867/1000 261.07 200.51 419.73 312.77 -1000.00 -1000.00 47.00 54.00 
838 838 30.00 0:00:00:27.934/1000 0:00:00:27.900/1000 258.77 201.17 420.46 313.02 -1000.00 -1000.00 44.00 40.00 
839 839 30.00 0:00:00:27.967/1000 0:00:00:27.934/1000 256.33 200.86 421.33 312.95 -1000.00 -1000.00 46.00 53.00 
840 839 30.00 0:00:00:28.00/1000 0:00:00:27.967/1000 254.51 200.24 422.01 312.77 -1000.00 -1000.00 45.00 55.00 
841 841 30.00 0:00:00:28.34/1000 0:00:00:28.00/1000 253.17 203.09 422.23 313.71 -1000.00 -1000.00 44.00 47.00 
842 842 30.00 0:00:00:28.67/1000 0:00:00:28.34/1000 228.18 211.93 429.96 316.85 -1000.00 -1000.00 35.00 37.00 
843 842 30.00 0:00:00:28.100/1000 0:00:00:28.67/1000 197.39 217.05 439.71 318.80 -1000.00 -1000.00 34.00 37.00 
844 844 30.00 0:00:00:28.134/1000 0:00:00:28.100/1000 199.92 210.67 439.44 316.76 -1000.00 -1000.00 38.00 42.00 
845 845 30.00 0:00:00:28.167/1000 0:00:00:28.134/1000 214.85 203.91 435.10 314.44 -1000.00 -1000.00 39.00 46.00 
846 845 30.00 0:00:00:28.200/1000 0:00:00:28.167/1000 231.78 196.54 430.06 311.87 -1000.00 -1000.00 41.00 48.00 
847 847 30.00 0:00:00:28.234/1000 0:00:00:28.200/1000 245.84 189.45 425.89 309.37 -1000.00 -1000.00 42.00 50.00 
848 848 30.00 0:00:00:28.267/1000 0:00:00:28.234/1000 235.67 196.80 428.73 311.90 -1000.00 -1000.00 39.00 44.00 
849 848 30.00 0:00:00:28.300/1000 0:00:00:28.267/1000 224.25 202.64 432.07 313.92 -1000.00 -1000.00 41.00 48.00 
850 850 30.00 0:00:00:28.334/1000 0:00:00:28.300/1000 228.47 197.32 431.11 312.16 -1000.00 -1000.00 41.00 47.00 
851 851 30.00 0:00:00:28.367/1000 0:00:00:28.334/1000 231.46 194.42 430.36 311.18 -1000.00 -1000.00 41.00 47.00 
852 851 30.00 0:00:00:28.400/1000 0:00:00:28.367/1000 234.41 191.27 429.63 310.13 -1000.00 -1000.00 42.00 48.00 
853 853 30.00 0:00:00:28.434/1000 0:00:00:28.400/1000 217.94 205.47 433.93 314.90 -1000.00 -1000.00 39.00 44.00 
854 854 30.00 0:00:00:28.467/1000 0:00:00:28.434/1000 200.99 220.42 438.25 319.82 -1000.00 -1000.00 38.00 44.00 
855 854 30.00 0:00:00:28.500/1000 0:00:00:28.467/1000 202.33 217.68 438.04 318.94 -1000.00 -1000.00 38.00 45.00 
856 856 30.00 0:00:00:28.534/1000 0:00:00:28.500/1000 202.27 214.73 438.32 318.01 -1000.00 -1000.00 38.00 47.00 
857 857 30.00 0:00:00:28.567/1000 0:00:00:28.534/1000 201.82 212.55 438.65 317.33 -1000.00 -1000.00 38.00 47.00 
858 857 30.00 0:00:00:28.600/1000 0:00:00:28.567/1000 205.49 207.14 437.91 315.58 -1000.00 -1000.00 40.00 50.00 
859 859 30.00 0:00:00:28.634/1000 0:00:00:28.600/1000 208.08 202.41 437.47 314.05 -1000.00 -1000.00 40.00 52.00 
860 860 30.00 0:00:00:28.667/1000 0:00:00:28.634/1000 206.67 203.61 437.83 314.45 -1000.00 -1000.00 38.00 48.00 
861 860 30.00 0:00:00:28.700/1000 0:00:00:28.667/1000 205.23 206.17 438.08 315.28 -1000.00 -1000.00 39.00 49.00 
862 862 30.00 0:00:00:28.734/1000 0:00:00:28.700/1000 203.34 207.12 438.62 315.60 -1000.00 -1000.00 38.00 49.00 
863 863 30.00 0:00:00:28.767/1000 0:00:00:28.734/1000 202.24 207.23 438.98 315.65 -1000.00 -1000.00 38.00 49.00 
864 863 30.00 0:00:00:28.800/1000 0:00:00:28.767/1000 200.85 207.26 439.43 315.67 -1000.00 -1000.00 38.00 51.00 
865 865 30.00 0:00:00:28.834/1000 0:00:00:28.800/1000 199.76 206.65 439.84 315.49 -1000.00 -1000.00 38.00 50.00 
866 866 30.00 0:00:00:28.867/1000 0:00:00:28.834/1000 198.87 205.66 440.22 315.18 -1000.00 -1000.00 38.00 51.00 
867 866 30.00 0:00:00:28.900/1000 0:00:00:28.867/1000 197.62 205.55 440.63 315.17 -1000.00 -1000.00 37.00 49.00 
868 868 30.00 0:00:00:28.934/1000 0:00:00:28.900/1000 196.98 206.59 440.75 315.50 -1000.00 -1000.00 37.00 47.00 
869 869 30.00 0:00:00:28.967/1000 0:00:00:28.934/1000 196.44 208.29 440.78 316.05 -1000.00 -1000.00 37.00 47.00 
870 869 30.00 0:00:00:29.00/1000 0:00:00:28.967/1000 196.14 209.95 440.74 316.57 -1000.00 -1000.00 37.00 46.00 
871 871 30.00 0:00:00:29.34/1000 0:00:00:29.00/1000 196.12 211.54 440.60 317.08 -1000.00 -1000.00 37.00 47.00 
872 872 30.00 0:00:00:29.67/1000 0:00:00:29.34/1000 195.70 213.12 440.60 317.58 -1000.00 -1000.00 37.00 46.00 
873 872 30.00 0:00:00:29.100/1000 0:00:00:29.67/1000 195.20 214.04 440.69 317.87 -1000.00 -1000.00 36.00 46.00 
874 874 30.00 0:00:00:29.134/1000 0:00:00:29.100/1000 192.44 218.65 441.19 319.35 -1000.00 -1000.00 37.00 47.00 
875 875 30.00 0:00:00:29.167/1000 0:00:00:29.134/1000 188.84 222.91 441.99 320.71 -1000.00 -1000.00 36.00 45.00 
876 875 30.00 0:00:00:29.200/1000 0:00:00:29.167/1000 186.82 220.95 442.81 320.12 -1000.00 -1000.00 36.00 47.00 
877 877 30.00 0:00:00:29.234/1000 0:00:00:29.200/1000 185.34 217.10 443.62 318.93 -1000.00 -1000.00 36.00 48.00 
878 878 30.00 0:00:00:29.267/1000 0:00:00:29.234/1000 184.79 213.39 444.12 317.77 -1000.00 -1000.00 36.00 49.00 
879 878 30.00 0:00:00:29.300/1000 0:00:00:29.267/1000 184.46 210.95 444.44 317.01 -1000.00 -1000.00 37.00 48.00 
880 880 30.00 0:00:00:29.334/1000 0:00:00:29.300/1000 184.00 210.53 444.63 316.89 -1000.00 -1000.00 37.00 48.00 
881 881 30.00 0:00:00:29.367/1000 0:00:00:29.334/1000 183.63 211.42 444.67 317.17 -1000.00 -1000.00 35.00 47.00 
882 881 30.00 0:00:00:29.400/1000 0:00:00:29.367/1000 185.51 204.16 444.70 314.87 -1000.00 -1000.00 35.00 45.00 
883 883 30.00 0:00:00:29.434/1000 0:00:00:29.400/1000 186.89 190.87 445.42 310.65 -1000.00 -1000.00 34.00 46.00 
884 884 30.00 0:00:00:29.467/1000 0:00:00:29.434/1000 186.01 184.27 446.29 308.56 -1000.00 -1000.00 34.00 46.00 
885 884 30.00 0:00:00:29.500/1000 0:00:00:29.467/1000 185.95 182.46 446.46 307.99 -1000.00 -1000.00 34.00 52.00 
886 886 30.00 0:00:00:29.534/1000 0:00:00:29.500/1000 186.35 181.51 446.42 307.68 -1000.00 -1000.00 34.00 52.00 
887 887 30.00 0:00:00:29.567/1000 0:00:00:29.534/1000 189.22 176.65 445.92 306.08 -1000.00 -1000.00 34.00 51.00 
888 887 30.00 0:00:00:29.600/1000 0:00:00:29.567/1000 199.24 140.77 445.83 294.28 -1000.00 -1000.00 33.00 52.00 
889 889 30.00 0:00:00:29.634/1000 0:00:00:29.600/1000 205.92 111.35 446.26 284.40 -1000.00 -1000.00 33.00 48.00 
890 890 30.00 0:00:00:29.667/1000 0:00:00:29.634/1000 205.19 113.23 446.34 285.05 -1000.00 -1000.00 33.00 47.00 
891 890 30.00 0:00:00:29.700/1000 0:00:00:29.667/1000 204.69 113.50 446.48 285.15 -1000.00 -1000.00 32.00 48.00 
892 892 30.00 0:00:00:29.734/1000 0:00:00:29.700/1000 201.97 116.47 447.12 286.20 -1000.00 -1000.00 32.00 45.00 
893 893 30.00 0:00:00:29.767/1000 0:00:00:29.734/1000 199.63 118.21 447.74 286.84 -1000.00 -1000.00 32.00 49.00 
894 893 30.00 0:00:00:29.800/1000 0:00:00:29.767/1000 205.41 106.97 446.83 282.95 -1000.00 -1000.00 31.00 52.00 
895 895 30.00 0:00:00:29.834/1000 0:00:00:29.800/1000 213.82 86.79 445.85 275.92 -1000.00 -1000.00 31.00 52.00 
896 896 30.00 0:00:00:29.867/1000 0:00:00:29.834/1000 216.03 77.09 446.00 272.55 -1000.00 -1000.00 31.00 51.00 
897 896 30.00 0:00:00:29.900/1000 0:00:00:29.867/1000 214.46 78.90 446.36 273.21 -1000.00 -1000.00 30.00 49.00 
898 898 30.00 0:00:00:29.934/1000 0:00:00:29.900/1000 213.07 79.21 446.80 273.36 -1000.00 -1000.00 31.00 53.00 
899 899 30.00 0:00:00:29.967/1000 0:00:00:29.934/1000 211.29 81.00 447.24 274.02 -1000.00 -1000.00 30.00 46.00 
900 899 30.00 0:00:00:30.00/1000 0:00:00:29.967/1000 209.78 81.59 447.69 274.27 -1000.00 -1000.00 29.00 50.00 
901 901 30.00 0:00:00:30.34/1000 0:00:00:30.00/1000 203.97 87.60 449.09 276.48 -1000.00 -1000.00 28.00 47.00 
902 902 30.00 0:00:00:30.67/1000 0:00:00:30.34/1000 199.63 93.70 449.98 278.65 -1000.00 -1000.00 29.00 53.00 
903 902 30.00 0:00:00:30.100/1000 0:00:00:30.67/1000 199.48 94.55 449.95 278.94 -1000.00 -1000.00 29.00 46.00 
904 904 30.00 0:00:00:30.134/1000 0:00:00:30.100/1000 196.81 99.14 450.42 280.56 -1000.00 -1000.00 28.00 44.00 
905 905 30.00 0:00:00:30.167/1000 0:00:00:30.134/1000 196.44 96.55 450.78 279.70 -1000.00 -1000.00 28.00 50.00 
906 905 30.00 0:00:00:30.200/1000 0:00:00:30.167/1000 196.00 93.34 451.22 278.63 -1000.00 -1000.00 27.00 53.00 
907 907 30.00 0:00:00:30.234/1000 0:00:00:30.200/1000 192.08 99.01 452.00 280.64 -1000.00 -1000.00 26.00 44.00 
908 908 30.00 0:00:00:30.267/1000 0:00:00:30.234/1000 189.93 98.99 452.71 280.69 -1000.00 -1000.00 29.00 54.00 
909 908 30.00 0:00:00:30.300/1000 0:00:00:30.267/1000 188.17 98.70 453.31 280.64 -1000.00 -1000.00 27.00 45.00 
910 910 30.00 0:00:00:30.334/1000 0:00:00:30.300/1000 184.64 104.90 453.90 282.80 -1000.00 -1000.00 27.00 43.00 
911 911 30.00 0:00:00:30.367/1000 0:00:00:30.334/1000 183.07 106.93 454.23 283.51 -1000.00 -1000.00 28.00 42.00 
912 911 30.00 0:00:00:30.400/1000 0:00:00:30.367/1000 181.99 108.01 454.49 283.89 -1000.00 -1000.00 27.00 42.00 
913 913 30.00 0:00:00:30.434/1000 0:00:00:30.400/1000 181.39 109.09 454.58 284.27 -1000.00 -1000.00 27.00 42.00 
914 914 30.00 0:00:00:30.467/1000 0:00:00:30.434/1000 182.09 107.48 454.50 283.72 -1000.00 -1000.00 28.00 45.00 
915 914 30.00 0:00:00:30.500/1000 0:00:00:30.467/1000 183.97 102.00 454.39 281.85 -1000.00 -1000.00 27.00 53.00 
916 916 30.00 0:00:00:30.534/1000 0:00:00:30.500/1000 184.81 98.24 454.46 280.58 -1000.00 -1000.00 27.00 52.00 
917 917 30.00 0:00:00:30.567/1000 0:00:00:30.534/1000 184.29 98.05 454.65 280.53 -1000.00 -1000.00 27.00 54.00 
918 917 30.00 0:00:00:30.600/1000 0:00:00:30.567/1000 182.15 103.36 454.86 282.35 -1000.00 -1000.00 27.00 42.00 
919 919 30.00 0:00:00:30.634/1000 0:00:00:30.600/1000 177.98 112.09 455.42 285.34 -1000.00 -1000.00 27.00 42.00 
920 920 30.00 0:00:00:30.667/1000 0:00:00:30.634/1000 176.70 113.18 455.74 285.73 -1000.00 -1000.00 27.00 45.00 
921 920 30.00 0:00:00:30.700/1000 0:00:00:30.667/1000 178.99 107.45 455.52 283.79 -1000.00 -1000.00 26.00 52.00 
922 922 30.00 0:00:00:30.734/1000 0:00:00:30.700/1000 180.24 103.89 455.44 282.58 -1000.00 -1000.00 28.00 53.00 
923 923 30.00 0:00:00:30.767/1000 0:00:00:30.734/1000 178.91 107.45 455.54 283.79 -1000.00 -1000.00 26.00 45.00 
924 923 30.00 0:00:00:30.800/1000 0:00:00:30.767/1000 179.75 105.15 455.48 283.01 -1000.00 -1000.00 27.00 51.00 
925 925 30.00 0:00:00:30.834/1000 0:00:00:30.800/1000 181.13 101.05 455.41 281.61 -1000.00 -1000.00 27.00 53.00 
926 926 30.00 0:00:00:30.867/1000 0:00:00:30.834/1000 180.50 102.81 455.46 282.21 -1000.00 -1000.00 27.00 53.00 
927 926 30.00 0:00:00:30.900/1000 0:00:00:30.867/1000 180.30 104.29 455.38 282.71 -1000.00 -1000.00 28.00 50.00 
928 928 30.00 0:00:00:30.934/1000 0:00:00:30.900/1000 181.23 102.99 455.20 282.25 -1000.00 -1000.00 28.00 54.00 
929 929 30.00 0:00:00:30.967/1000 0:00:00:30.934/1000 181.60 102.88 455.09 282.21 -1000.00 -1000.00 28.00 50.00 
930 929 30.00 0:00:00:31.00/1000 0:00:00:30.967/1000 217.70 83.50 444.84 274.68 -1000.00 -1000.00 34.00 39.00 
931 931 30.00 0:00:00:31.34/1000 0:00:00:31.00/1000 270.18 61.68 428.57 265.41 -1000.00 -1000.00 39.00 54.00 
932 932 30.00 0:00:00:31.67/1000 0:00:00:31.34/1000 287.48 61.46 422.37 264.72 -1000.00 -1000.00 40.00 56.00 
933 932 30.00 0:00:00:31.100/1000 0:00:00:31.67/1000 284.70 62.31 423.30 265.12 -1000.00 -1000.00 40.00 56.00 
934 934 30.00 0:00:00:31.134/1000 0:00:00:31.100/1000 279.01 62.84 425.31 265.51 -1000.00 -1000.00 39.00 56.00 
935 935 30.00 0:00:00:31.167/1000 0:00:00:31.134/1000 273.45 63.77 427.22 266.03 -1000.00 -1000.00 38.00 55.00 
936 935 30.00 0:00:00:31.200/1000 0:00:00:31.167/1000 265.71 64.29 429.93 266.48 -1000.00 -1000.00 37.00 56.00 
937 937 30.00 0:00:00:31.234/1000 0:00:00:31.200/1000 257.31 65.32 432.81 267.13 -1000.00 -1000.00 36.00 54.00 
938 938 30.00 0:00:00:31.267/1000 0:00:00:31.234/1000 248.35 66.46 435.85 267.83 -1000.00 -1000.00 34.00 54.00 
939 938 30.00 0:00:00:31.300/1000 0:00:00:31.267/1000 239.60 66.73 438.87 268.22 -1000.00 -1000.00 34.00 56.00 
940 940 30.00 0:00:00:31.334/1000 0:00:00:31.300/1000 252.47 45.57 436.31 260.35 -1000.00 -1000.00 36.00 52.00 
941 941 30.00 0:00:00:31.367/1000 0:00:00:31.334/1000 267.64 21.88 433.10 251.28 -1000.00 -1000.00 35.00 53.00 
942 941 30.00 0:00:00:31.400/1000 0:00:00:31.367/1000 264.99 20.02 434.22 250.72 -1000.00 -1000.00 34.00 53.00 
943 943 30.00 0:00:00:31.434/1000 0:00:00:31.400/1000 260.26 22.03 435.72 251.64 -1000.00 -1000.00 35.00 52.00 
944 944 30.00 0:00:00:31.467/1000 0:00:00:31.434/1000 257.71 22.62 436.57 251.96 -1000.00 -1000.00 34.00 53.00 
945 944 30.00 0:00:00:31.500/1000 0:00:00:31.467/1000 256.05 23.09 437.12 252.20 -1000.00 -1000.00 33.00 52.00 
946 946 30.00 0:00:00:31.534/1000 0:00:00:31.500/1000 270.66 20.86 432.11 250.79 -1000.00 -1000.00 36.00 53.00 
947 947 30.00 0:00:00:31.567/1000 0:00:00:31.534/1000 352.90 8.42 402.48 242.48 -1000.00 -1000.00 44.00 52.00 
948 947 30.00 0:00:00:31.600/1000 0:00:00:31.567/1000 444.97 -1.99 365.85 233.69 -1000.00 -1000.00 49.00 55.00 
949 949 30.00 0:00:00:31.634/1000 0:00:00:31.600/1000 478.33 -4.18 351.55 230.94 -1000.00 -1000.00 43.00 53.00 
950 950 30.00 0:00:00:31.667/1000 0:00:00:31.634/1000 476.59 -4.47 352.33 230.92 -1000.00 -1000.00 44.00 54.00 
951 950 30.00 0:00:00:31.700/1000 0:00:00:31.667/1000 468.08 -4.30 356.05 231.47 -1000.00 -1000.00 43.00 54.00 
952 952 30.00 0:00:00:31.734/1000 0:00:00:31.700/1000 463.20 -4.27 358.18 231.76 -1000.00 -1000.00 44.00 55.00 
953 953 30.00 0:00:00:31.767/1000 0:00:00:31.734/1000 460.11 -4.40 359.53 231.88 -1000.00 -1000.00 42.00 55.00 
954 953 30.00 0:00:00:31.800/1000 0:00:00:31.767/1000 465.54 -8.64 357.51 229.85 -1000.00 -1000.00 44.00 53.00 
955 955 30.00 0:00:00:31.834/1000 0:00:00:31.800/1000 478.81 -22.15 352.72 223.51 -1000.00 -1000.00 55.00 50.00 
956 956 30.00 0:00:00:31.867/1000 0:00:00:31.834/1000 485.35 -32.05 350.58 218.98 -1000.00 -1000.00 55.00 44.00 
957 956 30.00 0:00:00:31.900/1000 0:00:00:31.867/1000 484.42 -32.84 351.05 218.70 -1000.00 -1000.00 55.00 47.00 
958 958 30.00 0:00:00:31.934/1000 0:00:00:31.900/1000 483.27 -33.01 351.58 218.71 -1000.00 -1000.00 54.00 43.00 
