record started at: 08-16-18 11:07:00

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
380 380 30.00 0:00:00:12.667/1000 0:00:00:12.634/1000 425.42 38.44 370.84 250.62 -1000.00 -1000.00 62.00 70.00 
381 380 30.00 0:00:00:12.700/1000 0:00:00:12.667/1000 419.40 52.86 372.18 256.44 -1000.00 -1000.00 54.00 47.00 
382 382 30.00 0:00:00:12.734/1000 0:00:00:12.700/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
383 383 30.00 0:00:00:12.767/1000 0:00:00:12.734/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
384 383 30.00 0:00:00:12.800/1000 0:00:00:12.767/1000 468.51 -23.03 357.34 223.77 -1000.00 -1000.00 59.00 36.00 
385 385 30.00 0:00:00:12.834/1000 0:00:00:12.800/1000 521.41 -119.26 340.74 178.26 -1000.00 -1000.00 61.00 49.00 
386 386 30.00 0:00:00:12.867/1000 0:00:00:12.834/1000 519.78 -131.50 342.47 172.84 -1000.00 -1000.00 62.00 50.00 
387 386 30.00 0:00:00:12.900/1000 0:00:00:12.867/1000 511.77 -127.57 345.96 175.36 -1000.00 -1000.00 62.00 50.00 
388 388 30.00 0:00:00:12.934/1000 0:00:00:12.900/1000 504.47 -125.21 349.19 177.08 -1000.00 -1000.00 62.00 51.00 
389 389 30.00 0:00:00:12.967/1000 0:00:00:12.934/1000 500.00 -123.35 351.12 178.32 -1000.00 -1000.00 62.00 52.00 
390 389 30.00 0:00:00:13.00/1000 0:00:00:12.967/1000 496.80 -121.23 352.43 179.55 -1000.00 -1000.00 62.00 52.00 
391 391 30.00 0:00:00:13.34/1000 0:00:00:13.00/1000 496.53 -120.41 352.49 179.94 -1000.00 -1000.00 64.00 54.00 
392 392 30.00 0:00:00:13.67/1000 0:00:00:13.34/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
393 392 30.00 0:00:00:13.100/1000 0:00:00:13.67/1000 492.70 -124.18 354.57 178.59 -1000.00 -1000.00 43.00 49.00 
394 394 30.00 0:00:00:13.134/1000 0:00:00:13.100/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
395 395 30.00 0:00:00:13.167/1000 0:00:00:13.134/1000 485.86 -125.30 357.80 178.69 -1000.00 -1000.00 44.00 46.00 
396 395 30.00 0:00:00:13.200/1000 0:00:00:13.167/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
397 397 30.00 0:00:00:13.234/1000 0:00:00:13.200/1000 482.93 -121.25 358.80 180.74 -1000.00 -1000.00 43.00 45.00 
398 398 30.00 0:00:00:13.267/1000 0:00:00:13.234/1000 489.71 -120.07 355.61 180.68 -1000.00 -1000.00 59.00 48.00 
399 398 30.00 0:00:00:13.300/1000 0:00:00:13.267/1000 497.50 -119.08 351.93 180.45 -1000.00 -1000.00 59.00 48.00 
400 400 30.00 0:00:00:13.334/1000 0:00:00:13.300/1000 496.69 -114.28 351.92 182.65 -1000.00 -1000.00 58.00 49.00 
401 401 30.00 0:00:00:13.367/1000 0:00:00:13.334/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
402 401 30.00 0:00:00:13.400/1000 0:00:00:13.367/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
403 403 30.00 0:00:00:13.434/1000 0:00:00:13.400/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
404 404 30.00 0:00:00:13.467/1000 0:00:00:13.434/1000 431.35 35.64 368.60 249.26 -1000.00 -1000.00 17.00 19.00 
405 404 30.00 0:00:00:13.500/1000 0:00:00:13.467/1000 346.16 206.54 388.70 313.67 -1000.00 -1000.00 37.00 38.00 
406 406 30.00 0:00:00:13.534/1000 0:00:00:13.500/1000 339.38 192.65 392.32 309.06 -1000.00 -1000.00 47.00 66.00 
407 407 30.00 0:00:00:13.567/1000 0:00:00:13.534/1000 335.96 181.42 394.48 305.29 -1000.00 -1000.00 32.00 56.00 
408 407 30.00 0:00:00:13.600/1000 0:00:00:13.567/1000 329.45 182.25 396.82 305.69 -1000.00 -1000.00 31.00 54.00 
409 409 30.00 0:00:00:13.634/1000 0:00:00:13.600/1000 333.40 185.84 395.07 306.84 -1000.00 -1000.00 38.00 39.00 
410 410 30.00 0:00:00:13.667/1000 0:00:00:13.634/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
411 410 30.00 0:00:00:13.700/1000 0:00:00:13.667/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
412 412 30.00 0:00:00:13.734/1000 0:00:00:13.700/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
413 413 30.00 0:00:00:13.767/1000 0:00:00:13.734/1000 416.25 40.04 374.50 251.65 -1000.00 -1000.00 56.00 50.00 
414 413 30.00 0:00:00:13.800/1000 0:00:00:13.767/1000 478.47 -83.91 357.77 197.42 -1000.00 -1000.00 58.00 52.00 
415 415 30.00 0:00:00:13.834/1000 0:00:00:13.800/1000 471.89 -79.12 360.33 199.98 -1000.00 -1000.00 58.00 53.00 
416 416 30.00 0:00:00:13.867/1000 0:00:00:13.834/1000 468.15 -76.47 361.78 201.39 -1000.00 -1000.00 55.00 52.00 
417 416 30.00 0:00:00:13.900/1000 0:00:00:13.867/1000 466.81 -74.52 362.21 202.32 -1000.00 -1000.00 56.00 53.00 
418 418 30.00 0:00:00:13.934/1000 0:00:00:13.900/1000 466.97 -72.70 362.00 203.08 -1000.00 -1000.00 57.00 53.00 
419 419 30.00 0:00:00:13.967/1000 0:00:00:13.934/1000 467.04 -70.85 361.82 203.86 -1000.00 -1000.00 59.00 54.00 
420 419 30.00 0:00:00:14.00/1000 0:00:00:13.967/1000 467.32 -68.71 361.52 204.75 -1000.00 -1000.00 61.00 56.00 
421 421 30.00 0:00:00:14.34/1000 0:00:00:14.00/1000 467.42 -66.74 361.31 205.58 -1000.00 -1000.00 61.00 55.00 
422 422 30.00 0:00:00:14.67/1000 0:00:00:14.34/1000 466.92 -65.33 361.42 206.21 -1000.00 -1000.00 62.00 57.00 
423 422 30.00 0:00:00:14.100/1000 0:00:00:14.67/1000 466.26 -63.82 361.59 206.89 -1000.00 -1000.00 62.00 57.00 
424 424 30.00 0:00:00:14.134/1000 0:00:00:14.100/1000 465.22 -62.42 361.94 207.56 -1000.00 -1000.00 60.00 57.00 
425 425 30.00 0:00:00:14.167/1000 0:00:00:14.134/1000 464.33 -61.61 362.26 207.96 -1000.00 -1000.00 60.00 57.00 
426 425 30.00 0:00:00:14.200/1000 0:00:00:14.167/1000 463.93 -61.13 362.40 208.19 -1000.00 -1000.00 60.00 56.00 
427 427 30.00 0:00:00:14.234/1000 0:00:00:14.200/1000 463.53 -60.75 362.55 208.38 -1000.00 -1000.00 60.00 56.00 
428 428 30.00 0:00:00:14.267/1000 0:00:00:14.234/1000 464.26 -60.71 362.22 208.35 -1000.00 -1000.00 58.00 55.00 
429 428 30.00 0:00:00:14.300/1000 0:00:00:14.267/1000 471.99 -62.37 358.93 207.11 -1000.00 -1000.00 59.00 55.00 
430 430 30.00 0:00:00:14.334/1000 0:00:00:14.300/1000 478.52 -63.75 356.13 206.06 -1000.00 -1000.00 59.00 53.00 
431 431 30.00 0:00:00:14.367/1000 0:00:00:14.334/1000 478.13 -63.71 356.30 206.10 -1000.00 -1000.00 58.00 53.00 
432 431 30.00 0:00:00:14.400/1000 0:00:00:14.367/1000 477.68 -64.09 356.53 205.97 -1000.00 -1000.00 59.00 54.00 
433 433 30.00 0:00:00:14.434/1000 0:00:00:14.400/1000 477.18 -64.32 356.77 205.91 -1000.00 -1000.00 58.00 54.00 
434 434 30.00 0:00:00:14.467/1000 0:00:00:14.434/1000 476.60 -64.48 357.05 205.88 -1000.00 -1000.00 59.00 54.00 
435 434 30.00 0:00:00:14.500/1000 0:00:00:14.467/1000 475.99 -64.63 357.33 205.86 -1000.00 -1000.00 58.00 53.00 
436 436 30.00 0:00:00:14.534/1000 0:00:00:14.500/1000 475.44 -64.55 357.57 205.94 -1000.00 -1000.00 58.00 53.00 
437 437 30.00 0:00:00:14.567/1000 0:00:00:14.534/1000 475.00 -64.44 357.76 206.01 -1000.00 -1000.00 57.00 52.00 
438 437 30.00 0:00:00:14.600/1000 0:00:00:14.567/1000 474.46 -64.36 357.99 206.09 -1000.00 -1000.00 57.00 53.00 
439 439 30.00 0:00:00:14.634/1000 0:00:00:14.600/1000 474.06 -64.38 358.17 206.11 -1000.00 -1000.00 55.00 50.00 
440 440 30.00 0:00:00:14.667/1000 0:00:00:14.634/1000 473.92 -64.44 358.24 206.09 -1000.00 -1000.00 55.00 50.00 
441 440 30.00 0:00:00:14.700/1000 0:00:00:14.667/1000 473.70 -64.70 358.36 206.00 -1000.00 -1000.00 57.00 52.00 
442 442 30.00 0:00:00:14.734/1000 0:00:00:14.700/1000 466.27 -57.91 361.11 209.39 -1000.00 -1000.00 54.00 51.00 
443 443 30.00 0:00:00:14.767/1000 0:00:00:14.734/1000 419.31 -7.92 377.15 232.72 -1000.00 -1000.00 50.00 58.00 
444 443 30.00 0:00:00:14.800/1000 0:00:00:14.767/1000 347.70 91.25 397.43 273.36 -1000.00 -1000.00 42.00 60.00 
445 445 30.00 0:00:00:14.834/1000 0:00:00:14.800/1000 309.56 197.28 402.86 311.05 -1000.00 -1000.00 47.00 47.00 
446 446 30.00 0:00:00:14.867/1000 0:00:00:14.834/1000 303.94 256.54 400.14 330.56 -1000.00 -1000.00 41.00 34.00 
447 446 30.00 0:00:00:14.900/1000 0:00:00:14.867/1000 305.80 262.26 399.03 332.39 -1000.00 -1000.00 43.00 40.00 
448 448 30.00 0:00:00:14.934/1000 0:00:00:14.900/1000 306.52 256.88 399.19 330.65 -1000.00 -1000.00 46.00 48.00 
449 449 30.00 0:00:00:14.967/1000 0:00:00:14.934/1000 307.68 253.76 399.03 329.64 -1000.00 -1000.00 41.00 38.00 
450 449 30.00 0:00:00:15.00/1000 0:00:00:14.967/1000 307.46 250.81 399.34 328.69 -1000.00 -1000.00 39.00 40.00 
451 451 30.00 0:00:00:15.34/1000 0:00:00:15.00/1000 307.22 242.46 400.08 325.98 -1000.00 -1000.00 40.00 48.00 
452 452 30.00 0:00:00:15.67/1000 0:00:00:15.34/1000 307.63 234.45 400.57 323.36 -1000.00 -1000.00 40.00 49.00 
453 452 30.00 0:00:00:15.100/1000 0:00:00:15.67/1000 307.75 228.58 400.99 321.44 -1000.00 -1000.00 41.00 55.00 
454 454 30.00 0:00:00:15.134/1000 0:00:00:15.100/1000 308.14 224.95 401.15 320.24 -1000.00 -1000.00 41.00 52.00 
455 455 30.00 0:00:00:15.167/1000 0:00:00:15.134/1000 308.41 224.12 401.11 319.96 -1000.00 -1000.00 39.00 52.00 
456 455 30.00 0:00:00:15.200/1000 0:00:00:15.167/1000 307.97 223.63 401.31 319.81 -1000.00 -1000.00 31.00 45.00 
457 457 30.00 0:00:00:15.234/1000 0:00:00:15.200/1000 307.74 222.49 401.49 319.43 -1000.00 -1000.00 33.00 48.00 
458 458 30.00 0:00:00:15.267/1000 0:00:00:15.234/1000 308.31 220.88 401.41 318.90 -1000.00 -1000.00 38.00 52.00 
459 458 30.00 0:00:00:15.300/1000 0:00:00:15.267/1000 309.21 220.32 401.13 318.70 -1000.00 -1000.00 42.00 54.00 
460 460 30.00 0:00:00:15.334/1000 0:00:00:15.300/1000 310.71 220.68 400.56 318.81 -1000.00 -1000.00 33.00 46.00 
461 461 30.00 0:00:00:15.367/1000 0:00:00:15.334/1000 312.99 220.96 399.72 318.88 -1000.00 -1000.00 37.00 52.00 
462 461 30.00 0:00:00:15.400/1000 0:00:00:15.367/1000 314.39 220.05 399.29 318.56 -1000.00 -1000.00 37.00 52.00 
463 463 30.00 0:00:00:15.434/1000 0:00:00:15.400/1000 314.82 218.11 399.29 317.91 -1000.00 -1000.00 43.00 61.00 
464 464 30.00 0:00:00:15.467/1000 0:00:00:15.434/1000 315.57 217.48 399.06 317.70 -1000.00 -1000.00 40.00 58.00 
465 464 30.00 0:00:00:15.500/1000 0:00:00:15.467/1000 315.50 218.81 398.99 318.14 -1000.00 -1000.00 38.00 55.00 
466 466 30.00 0:00:00:15.534/1000 0:00:00:15.500/1000 317.05 221.68 398.19 319.07 -1000.00 -1000.00 43.00 51.00 
467 467 30.00 0:00:00:15.567/1000 0:00:00:15.534/1000 325.36 202.94 396.66 312.73 -1000.00 -1000.00 39.00 42.00 
468 467 30.00 0:00:00:15.600/1000 0:00:00:15.567/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
469 469 30.00 0:00:00:15.634/1000 0:00:00:15.600/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
470 470 30.00 0:00:00:15.667/1000 0:00:00:15.634/1000 384.70 58.52 385.75 260.00 -1000.00 -1000.00 32.00 22.00 
471 470 30.00 0:00:00:15.700/1000 0:00:00:15.667/1000 451.12 -72.81 368.97 204.17 -1000.00 -1000.00 58.00 54.00 
472 472 30.00 0:00:00:15.734/1000 0:00:00:15.700/1000 468.36 -92.04 362.97 194.70 -1000.00 -1000.00 58.00 54.00 
473 473 30.00 0:00:00:15.767/1000 0:00:00:15.734/1000 466.03 -89.97 363.83 195.77 -1000.00 -1000.00 58.00 52.00 
474 473 30.00 0:00:00:15.800/1000 0:00:00:15.767/1000 465.01 -88.86 364.19 196.32 -1000.00 -1000.00 59.00 54.00 
475 475 30.00 0:00:00:15.834/1000 0:00:00:15.800/1000 464.65 -88.40 364.32 196.55 -1000.00 -1000.00 60.00 53.00 
476 476 30.00 0:00:00:15.867/1000 0:00:00:15.834/1000 464.64 -87.80 364.27 196.81 -1000.00 -1000.00 58.00 52.00 
477 476 30.00 0:00:00:15.900/1000 0:00:00:15.867/1000 464.81 -87.31 364.15 197.00 -1000.00 -1000.00 60.00 54.00 
478 478 30.00 0:00:00:15.934/1000 0:00:00:15.900/1000 464.69 -87.03 364.18 197.13 -1000.00 -1000.00 59.00 54.00 
479 479 30.00 0:00:00:15.967/1000 0:00:00:15.934/1000 464.69 -86.50 364.14 197.36 -1000.00 -1000.00 59.00 53.00 
480 479 30.00 0:00:00:16.00/1000 0:00:00:15.967/1000 464.85 -86.21 364.05 197.47 -1000.00 -1000.00 59.00 52.00 
481 481 30.00 0:00:00:16.34/1000 0:00:00:16.00/1000 467.47 -78.93 362.28 200.39 -1000.00 -1000.00 61.00 56.00 
482 482 30.00 0:00:00:16.67/1000 0:00:00:16.34/1000 467.40 -67.77 361.41 205.14 -1000.00 -1000.00 59.00 55.00 
483 482 30.00 0:00:00:16.100/1000 0:00:00:16.67/1000 465.30 -63.83 362.01 206.96 -1000.00 -1000.00 60.00 58.00 
484 484 30.00 0:00:00:16.134/1000 0:00:00:16.100/1000 465.86 -63.56 361.74 207.03 -1000.00 -1000.00 60.00 56.00 
485 485 30.00 0:00:00:16.167/1000 0:00:00:16.134/1000 465.83 -63.45 361.75 207.08 -1000.00 -1000.00 60.00 57.00 
486 485 30.00 0:00:00:16.200/1000 0:00:00:16.167/1000 465.37 -63.53 361.96 207.08 -1000.00 -1000.00 59.00 56.00 
487 487 30.00 0:00:00:16.234/1000 0:00:00:16.200/1000 465.07 -63.52 362.09 207.10 -1000.00 -1000.00 59.00 55.00 
488 488 30.00 0:00:00:16.267/1000 0:00:00:16.234/1000 465.16 -63.30 362.03 207.19 -1000.00 -1000.00 58.00 55.00 
489 488 30.00 0:00:00:16.300/1000 0:00:00:16.267/1000 466.69 -58.56 360.97 209.08 -1000.00 -1000.00 55.00 46.00 
490 490 30.00 0:00:00:16.334/1000 0:00:00:16.300/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
491 491 30.00 0:00:00:16.367/1000 0:00:00:16.334/1000 469.72 -55.80 359.41 210.04 -1000.00 -1000.00 51.00 25.00 
492 491 30.00 0:00:00:16.400/1000 0:00:00:16.367/1000 473.60 -66.53 358.55 205.23 -1000.00 -1000.00 57.00 50.00 
493 493 30.00 0:00:00:16.434/1000 0:00:00:16.400/1000 472.96 -75.08 359.53 201.63 -1000.00 -1000.00 58.00 54.00 
494 494 30.00 0:00:00:16.467/1000 0:00:00:16.434/1000 468.74 -74.91 361.39 202.01 -1000.00 -1000.00 55.00 52.00 
495 494 30.00 0:00:00:16.500/1000 0:00:00:16.467/1000 466.57 -75.35 362.39 201.98 -1000.00 -1000.00 56.00 52.00 
496 496 30.00 0:00:00:16.534/1000 0:00:00:16.500/1000 465.16 -76.01 363.07 201.81 -1000.00 -1000.00 57.00 53.00 
497 497 30.00 0:00:00:16.567/1000 0:00:00:16.534/1000 464.13 -76.68 363.58 201.59 -1000.00 -1000.00 56.00 53.00 
498 497 30.00 0:00:00:16.600/1000 0:00:00:16.567/1000 463.66 -77.21 363.83 201.40 -1000.00 -1000.00 57.00 53.00 
499 499 30.00 0:00:00:16.634/1000 0:00:00:16.600/1000 464.12 -77.46 363.65 201.26 -1000.00 -1000.00 55.00 51.00 
500 500 30.00 0:00:00:16.667/1000 0:00:00:16.634/1000 464.07 -77.24 363.65 201.36 -1000.00 -1000.00 56.00 51.00 
501 500 30.00 0:00:00:16.700/1000 0:00:00:16.667/1000 463.57 -76.95 363.85 201.52 -1000.00 -1000.00 56.00 51.00 
502 502 30.00 0:00:00:16.734/1000 0:00:00:16.700/1000 463.49 -76.78 363.87 201.60 -1000.00 -1000.00 57.00 52.00 
503 503 30.00 0:00:00:16.767/1000 0:00:00:16.734/1000 463.48 -76.75 363.87 201.61 -1000.00 -1000.00 57.00 52.00 
504 503 30.00 0:00:00:16.800/1000 0:00:00:16.767/1000 463.37 -77.12 363.95 201.46 -1000.00 -1000.00 56.00 52.00 
505 505 30.00 0:00:00:16.834/1000 0:00:00:16.800/1000 463.09 -77.36 364.10 201.38 -1000.00 -1000.00 55.00 50.00 
506 506 30.00 0:00:00:16.867/1000 0:00:00:16.834/1000 461.93 -76.85 364.57 201.68 -1000.00 -1000.00 56.00 53.00 
507 506 30.00 0:00:00:16.900/1000 0:00:00:16.867/1000 454.31 -69.74 367.33 205.24 -1000.00 -1000.00 56.00 53.00 
508 508 30.00 0:00:00:16.934/1000 0:00:00:16.900/1000 447.32 -62.88 369.80 208.61 -1000.00 -1000.00 54.00 52.00 
509 509 30.00 0:00:00:16.967/1000 0:00:00:16.934/1000 446.88 -62.84 369.99 208.65 -1000.00 -1000.00 55.00 51.00 
510 509 30.00 0:00:00:17.00/1000 0:00:00:16.967/1000 446.79 -63.06 370.05 208.57 -1000.00 -1000.00 55.00 52.00 
511 511 30.00 0:00:00:17.34/1000 0:00:00:17.00/1000 447.10 -63.15 369.92 208.51 -1000.00 -1000.00 55.00 52.00 
512 512 30.00 0:00:00:17.67/1000 0:00:00:17.34/1000 447.91 -63.28 369.58 208.40 -1000.00 -1000.00 54.00 52.00 
513 512 30.00 0:00:00:17.100/1000 0:00:00:17.67/1000 448.49 -63.58 369.35 208.23 -1000.00 -1000.00 54.00 52.00 
514 514 30.00 0:00:00:17.134/1000 0:00:00:17.100/1000 448.55 -63.98 369.36 208.06 -1000.00 -1000.00 55.00 51.00 
515 515 30.00 0:00:00:17.167/1000 0:00:00:17.134/1000 448.64 -64.49 369.36 207.84 -1000.00 -1000.00 54.00 51.00 
516 515 30.00 0:00:00:17.200/1000 0:00:00:17.167/1000 448.68 -64.67 369.36 207.76 -1000.00 -1000.00 54.00 51.00 
517 517 30.00 0:00:00:17.234/1000 0:00:00:17.200/1000 459.77 -72.84 365.19 203.54 -1000.00 -1000.00 55.00 50.00 
518 518 30.00 0:00:00:17.267/1000 0:00:00:17.234/1000 470.49 -81.32 361.14 199.14 -1000.00 -1000.00 55.00 49.00 
519 518 30.00 0:00:00:17.300/1000 0:00:00:17.267/1000 470.03 -82.08 361.40 198.85 -1000.00 -1000.00 56.00 49.00 
520 520 30.00 0:00:00:17.334/1000 0:00:00:17.300/1000 469.71 -82.97 361.62 198.49 -1000.00 -1000.00 55.00 49.00 
521 521 30.00 0:00:00:17.367/1000 0:00:00:17.334/1000 468.95 -83.89 362.03 198.16 -1000.00 -1000.00 56.00 48.00 
522 521 30.00 0:00:00:17.400/1000 0:00:00:17.367/1000 468.13 -84.80 362.47 197.83 -1000.00 -1000.00 54.00 48.00 
523 523 30.00 0:00:00:17.434/1000 0:00:00:17.400/1000 467.53 -85.63 362.80 197.52 -1000.00 -1000.00 54.00 48.00 
524 524 30.00 0:00:00:17.467/1000 0:00:00:17.434/1000 466.42 -86.42 363.37 197.26 -1000.00 -1000.00 54.00 48.00 
525 524 30.00 0:00:00:17.500/1000 0:00:00:17.467/1000 465.54 -87.25 363.82 196.97 -1000.00 -1000.00 53.00 48.00 
526 526 30.00 0:00:00:17.534/1000 0:00:00:17.500/1000 464.88 -87.74 364.16 196.81 -1000.00 -1000.00 53.00 48.00 
527 527 30.00 0:00:00:17.567/1000 0:00:00:17.534/1000 464.07 -87.45 364.49 197.00 -1000.00 -1000.00 54.00 50.00 
528 527 30.00 0:00:00:17.600/1000 0:00:00:17.567/1000 462.37 -85.12 365.05 198.13 -1000.00 -1000.00 55.00 50.00 
529 529 30.00 0:00:00:17.634/1000 0:00:00:17.600/1000 459.87 -81.50 365.86 199.86 -1000.00 -1000.00 55.00 51.00 
530 530 30.00 0:00:00:17.667/1000 0:00:00:17.634/1000 458.22 -78.69 366.35 201.17 -1000.00 -1000.00 54.00 50.00 
531 530 30.00 0:00:00:17.700/1000 0:00:00:17.667/1000 457.45 -77.13 366.56 201.89 -1000.00 -1000.00 54.00 49.00 
532 532 30.00 0:00:00:17.734/1000 0:00:00:17.700/1000 457.68 -77.36 366.48 201.78 -1000.00 -1000.00 53.00 50.00 
533 533 30.00 0:00:00:17.767/1000 0:00:00:17.734/1000 458.44 -78.53 366.24 201.22 -1000.00 -1000.00 53.00 49.00 
534 533 30.00 0:00:00:17.800/1000 0:00:00:17.767/1000 458.44 -79.59 366.33 200.77 -1000.00 -1000.00 52.00 48.00 
535 535 30.00 0:00:00:17.834/1000 0:00:00:17.800/1000 457.78 -80.62 366.71 200.38 -1000.00 -1000.00 55.00 49.00 
536 536 30.00 0:00:00:17.867/1000 0:00:00:17.834/1000 456.74 -81.52 367.24 200.08 -1000.00 -1000.00 52.00 48.00 
537 536 30.00 0:00:00:17.900/1000 0:00:00:17.867/1000 455.34 -82.78 367.96 199.65 -1000.00 -1000.00 52.00 48.00 
538 538 30.00 0:00:00:17.934/1000 0:00:00:17.900/1000 453.69 -84.58 368.83 199.00 -1000.00 -1000.00 52.00 48.00 
539 539 30.00 0:00:00:17.967/1000 0:00:00:17.934/1000 450.52 -86.67 370.39 198.35 -1000.00 -1000.00 52.00 48.00 
540 539 30.00 0:00:00:18.00/1000 0:00:00:17.967/1000 400.15 -66.59 390.09 210.26 -1000.00 -1000.00 40.00 51.00 
541 541 30.00 0:00:00:18.34/1000 0:00:00:18.00/1000 297.27 6.12 423.77 244.22 -1000.00 -1000.00 36.00 39.00 
542 542 30.00 0:00:00:18.67/1000 0:00:00:18.34/1000 219.59 85.52 444.01 275.31 -1000.00 -1000.00 25.00 50.00 
543 542 30.00 0:00:00:18.100/1000 0:00:00:18.67/1000 204.07 104.56 447.50 282.18 -1000.00 -1000.00 32.00 59.00 
544 544 30.00 0:00:00:18.134/1000 0:00:00:18.100/1000 214.15 96.91 444.82 279.34 -1000.00 -1000.00 30.00 51.00 
545 545 30.00 0:00:00:18.167/1000 0:00:00:18.134/1000 220.99 93.43 442.82 277.96 -1000.00 -1000.00 33.00 55.00 
546 545 30.00 0:00:00:18.200/1000 0:00:00:18.167/1000 226.98 89.76 441.11 276.54 -1000.00 -1000.00 34.00 54.00 
547 547 30.00 0:00:00:18.234/1000 0:00:00:18.200/1000 231.74 86.30 439.80 275.22 -1000.00 -1000.00 33.00 51.00 
548 548 30.00 0:00:00:18.267/1000 0:00:00:18.234/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
549 548 30.00 0:00:00:18.300/1000 0:00:00:18.267/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
550 550 30.00 0:00:00:18.334/1000 0:00:00:18.300/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
551 551 30.00 0:00:00:18.367/1000 0:00:00:18.334/1000 214.09 170.77 438.23 303.79 -1000.00 -1000.00 22.00 22.00 
552 551 30.00 0:00:00:18.400/1000 0:00:00:18.367/1000 199.81 227.27 438.04 321.98 -1000.00 -1000.00 28.00 41.00 
553 553 30.00 0:00:00:18.434/1000 0:00:00:18.400/1000 217.13 195.78 435.04 311.81 -1000.00 -1000.00 40.00 51.00 
554 554 30.00 0:00:00:18.467/1000 0:00:00:18.434/1000 231.29 200.13 429.92 313.03 -1000.00 -1000.00 36.00 48.00 
555 554 30.00 0:00:00:18.500/1000 0:00:00:18.467/1000 238.50 197.40 427.72 312.06 -1000.00 -1000.00 44.00 52.00 
556 556 30.00 0:00:00:18.534/1000 0:00:00:18.500/1000 245.00 195.64 425.66 311.40 -1000.00 -1000.00 42.00 46.00 
557 557 30.00 0:00:00:18.567/1000 0:00:00:18.534/1000 248.89 193.16 424.54 310.54 -1000.00 -1000.00 43.00 48.00 
558 557 30.00 0:00:00:18.600/1000 0:00:00:18.567/1000 251.24 182.80 424.61 307.12 -1000.00 -1000.00 46.00 51.00 
559 559 30.00 0:00:00:18.634/1000 0:00:00:18.600/1000 252.93 175.02 424.69 304.53 -1000.00 -1000.00 41.00 50.00 
560 560 30.00 0:00:00:18.667/1000 0:00:00:18.634/1000 255.30 167.50 424.52 302.01 -1000.00 -1000.00 44.00 59.00 
561 560 30.00 0:00:00:18.700/1000 0:00:00:18.667/1000 258.12 161.60 424.04 300.00 -1000.00 -1000.00 42.00 52.00 
562 562 30.00 0:00:00:18.734/1000 0:00:00:18.700/1000 259.76 164.03 423.27 300.78 -1000.00 -1000.00 43.00 51.00 
563 563 30.00 0:00:00:18.767/1000 0:00:00:18.734/1000 260.74 172.06 422.24 303.43 -1000.00 -1000.00 45.00 46.00 
564 563 30.00 0:00:00:18.800/1000 0:00:00:18.767/1000 260.49 181.80 421.50 306.65 -1000.00 -1000.00 45.00 40.00 
565 565 30.00 0:00:00:18.834/1000 0:00:00:18.800/1000 261.67 187.26 420.63 308.42 -1000.00 -1000.00 43.00 41.00 
566 566 30.00 0:00:00:18.867/1000 0:00:00:18.834/1000 263.03 188.77 420.03 308.90 -1000.00 -1000.00 43.00 41.00 
567 566 30.00 0:00:00:18.900/1000 0:00:00:18.867/1000 247.20 214.57 423.31 317.49 -1000.00 -1000.00 50.00 67.00 
568 568 30.00 0:00:00:18.934/1000 0:00:00:18.900/1000 220.95 266.12 427.82 333.95 -1000.00 -1000.00 33.00 38.00 
569 569 30.00 0:00:00:18.967/1000 0:00:00:18.934/1000 208.27 292.24 429.81 341.98 -1000.00 -1000.00 38.00 43.00 
570 569 30.00 0:00:00:19.00/1000 0:00:00:18.967/1000 207.21 288.55 430.47 340.86 -1000.00 -1000.00 37.00 44.00 
571 571 30.00 0:00:00:19.34/1000 0:00:00:19.00/1000 211.85 283.53 429.37 339.32 -1000.00 -1000.00 35.00 47.00 
